file id,arch str,cfg name,C,N,train accuracy,validation accuracy,test accuracy
11,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,33.029663811040116,30.411111087375218,30.1666666208903
12,|none~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,0.8569545155146755,0.8333333322736952,0.8333333316379123
13,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,infer.tiny,16,5,43.386288727249216,38.18888886345758,38.21111102294922
14,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,infer.tiny,16,5,44.514831905914015,38.97777777777778,38.877777709960945
15,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,infer.tiny,16,5,12.980224126825435,13.711111079745821,13.177777758280435
16,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,infer.tiny,16,5,56.995165899013124,42.48888876003689,43.32222216457791
17,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,41.97539002547811,36.577777750651045,36.41111106703016
18,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,45.93254229889889,37.977777682834194,38.011111050075954
19,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,infer.tiny,16,5,33.42144583738759,30.44444439019097,29.799999955919052
20,|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,37.183695891683534,34.19999991692437,34.23333326551649
21,|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,infer.tiny,16,5,49.96352449980811,42.56666670057509,42.533333224826386
22,|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,39.49088112472571,35.48888882276747,36.155555491129554
23,|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,39.663370688833844,35.29999991861979,36.32222222222222
24,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,infer.tiny,16,5,27.72819160634097,27.822222162882486,26.899999955919053
25,|skip_connect~0|+|none~0|skip_connect~1|+|none~0|none~1|skip_connect~2|,infer.tiny,16,5,28.80290046207409,29.122222135755752,28.29999998304579
26,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,42.020874533907865,38.6222220831977,38.29999996948242
27,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,infer.tiny,16,5,39.33838716835955,36.46666661241319,35.84444440714518
28,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,27.902219293217584,28.36666664123535,27.044444415622284
29,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,infer.tiny,16,5,33.34981322796259,30.733333314683705,30.21111107720269
30,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,infer.tiny,16,5,44.71193144430933,38.855555484347875,38.588888810899526
31,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,40.56251373381542,36.25555546400282,36.44444437323676
32,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,infer.tiny,16,5,49.67985058342958,42.15555555386013,41.89999993896484
33,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,49.733684904986596,41.85555556911893,42.32222215440538
34,|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,infer.tiny,16,5,44.00109866060757,38.55555541992188,38.18888880750868
35,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,infer.tiny,16,5,41.94792353322233,39.133333279079864,38.0222221476237
36,|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,45.55504284739049,37.622222200181746,37.14444431220161
37,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,36.90859151804586,35.04444439358181,34.422222249348955
38,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,38.277081959774094,35.39999996270074,35.288888868543836
39,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,35.870797626727544,34.55555548434788,33.63333329942491
40,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,infer.tiny,16,5,16.776093166915434,16.48888886769613,15.433333324856228
41,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|none~1|none~2|,infer.tiny,16,5,33.74313337781617,32.744444410536026,32.388888844807944
42,|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,infer.tiny,16,5,58.24763788366181,43.42222212049696,44.33333331637912
43,|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,43.442100638161385,38.12222213406033,38.85555552842882
44,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,infer.tiny,16,5,18.727971874816262,19.133333330790204,17.888888882107207
45,|skip_connect~0|+|skip_connect~0|none~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,35.61459020049251,34.888888844807944,33.61111109076606
46,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,42.17776312918381,38.18888884819878,38.08888883463541
47,|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,40.71478795912626,36.74444445970324,36.55555546739367
48,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,29.29509997795975,29.56666660224067,28.51111108907064
49,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,41.79608877324083,37.91111106024848,37.24444436984592
50,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,55.25269171825217,44.66666664293077,44.76666660902236
51,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,32.96000878937767,31.97777769978841,30.177777728610568
52,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,54.92221489909874,44.233333262125655,43.67777772013346
53,|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,11.21797407195951,11.677777772691513,11.133333322313097
54,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,infer.tiny,16,5,45.98000439604673,38.944444403754346,39.1222221238878
55,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|skip_connect~1|none~2|,infer.tiny,16,5,28.70446055887349,29.311111065334742,28.322222128974065
56,|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,infer.tiny,16,5,53.93715667023864,43.355555464002826,43.188888834635414
57,|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,infer.tiny,16,5,16.82926829293439,16.54444441392687,16.04444439019097
58,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,13.59195781172985,14.511111081441243,13.822222189161513
59,|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,infer.tiny,16,5,35.501867722905466,33.15555551825629,32.855555547078445
60,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,36.802460998722914,34.644444412231444,34.18888887871636
61,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,37.80421885387108,31.322222227308487,31.21111107381185
62,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,infer.tiny,16,5,46.72533509209402,40.0777776590983,40.68888877360026
63,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,51.535706439251896,42.788888817681205,42.6222222120497
64,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,48.078664031492906,40.74444437323677,40.866666632758246
65,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,56.79367172174154,44.955555521647135,45.533333309597445
66,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,16.672159964901567,16.277777743869358,15.3999999516805
67,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,52.812348936077164,42.69999998643663,43.188888868543835
68,|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,infer.tiny,16,5,43.407602725882924,39.38888883124458,39.41111102634006
69,|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,infer.tiny,16,5,58.33245440612806,44.111111070421,44.10000001017253
70,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|none~2|,infer.tiny,16,5,44.36541419521894,38.57777769300673,39.37777773369683
71,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,39.96857833506903,36.199999983045785,36.47777770996094
72,|none~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,28.613052077388744,29.411111075507268,28.088888905843096
73,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,40.38870577985495,33.6555554945204,32.766666553073456
74,|nor_conv_3x3~0|+|none~0|none~1|+|none~0|none~1|nor_conv_1x1~2|,infer.tiny,16,5,0.8569545154911009,0.8333333324856228,0.8333333320617676
75,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,infer.tiny,16,5,15.73434410100244,15.811111078898113,14.755555518256292
76,|skip_connect~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,infer.tiny,16,5,29.36123928942646,29.444444419013127,28.399999944051107
77,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,infer.tiny,16,5,54.150296638135046,44.01111104329427,44.455555484347876
78,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,infer.tiny,16,5,44.49791254803417,38.54444434271918,38.86666662597656
79,|none~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,infer.tiny,16,5,46.1924851691343,40.07777769978841,39.02222215101454
80,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,infer.tiny,16,5,49.71456822770214,42.522222164577904,43.322222134060326
81,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,68.72555482573102,45.533333326551656,46.444444386800136
82,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,35.69633047774032,32.34444436475965,32.122222223917646
83,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,infer.tiny,16,5,25.29817622599458,25.399999925401477,24.533333289252386
84,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,41.621621621990435,37.122222171359596,37.28888891262478
85,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,infer.tiny,16,5,46.08327840142448,37.811111019558375,38.31111106363932
86,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,50.666886398895464,42.69999991183811,41.84444431559245
87,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,22.395078005169385,22.72222219848633,22.711111083984378
88,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,34.20039551778721,33.355555521647126,32.03333332485623
89,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,46.207207207743664,40.0111110534668,40.1111109890408
90,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,45.74159525529915,37.64444443088107,37.65555553860134
91,|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,infer.tiny,16,5,40.446055813116494,36.4666665886773,36.688888797336155
92,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,47.65194462913022,38.133333292643236,38.88888882107205
93,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,infer.tiny,16,5,41.13667325919446,36.777777720133464,36.57777773200141
94,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,31.091408481954137,30.133333280775286,29.65555551656087
95,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,infer.tiny,16,5,13.896725994655782,13.777777770148383,13.811111102634007
96,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,infer.tiny,16,5,38.971874313035975,35.999999910142684,34.988888865153
97,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|skip_connect~1|none~2|,infer.tiny,16,5,33.812788399160105,33.01111107720269,32.17777772352431
98,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,infer.tiny,16,5,36.305647111195725,33.52222214084201,32.84444440714518
99,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,infer.tiny,16,5,58.082399473448056,43.67777767266167,43.988888844807946
100,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,45.13315754866343,39.07777765231662,39.066666625976566
101,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,34.790156009232334,33.744444335937494,33.91111103820801
102,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,infer.tiny,16,5,49.21555702237972,41.81111105007596,42.74444436645508
103,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,infer.tiny,16,5,48.836958909760824,40.91111109076606,40.69999988810221
104,|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|none~2|,infer.tiny,16,5,0.8569545155675876,0.8333333329094782,0.8333333326975505
105,|none~0|+|none~0|none~1|+|none~0|none~1|avg_pool_3x3~2|,infer.tiny,16,5,0.8569545155052457,0.8333333324856228,0.8333333322736952
106,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,16.85234014534159,16.666666619194878,15.499999981350369
107,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,infer.tiny,16,5,32.62184135425277,31.755555555555556,31.333333279079863
108,|none~0|+|none~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,infer.tiny,16,5,0.8569545155099606,0.8333333324856228,0.8333333316379123
109,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,56.26433751092222,44.89999987792968,45.27777770996094
110,|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,39.61393100373903,35.722222167968745,35.433333231608074
111,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,59.01867721648144,44.722222167968745,44.91111106363932
112,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,infer.tiny,16,5,44.99538563053782,39.411111063639325,39.92222222561307
113,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,29.507580751416132,29.622222167968754,28.59999999830458
114,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,infer.tiny,16,5,37.032959789359104,34.15555550130208,34.077777665879985
115,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,infer.tiny,16,5,39.15600967001533,35.22222218492296,35.27777765570747
116,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,49.30762469850564,41.711111036512584,41.7666667175293
117,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,infer.tiny,16,5,51.01801801972797,39.099999945746525,40.20000001356337
118,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,infer.tiny,16,5,20.26367831230792,21.122222212049696,19.37777774471707
119,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,infer.tiny,16,5,49.955614151440194,42.733333306206596,43.53333325195312
120,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|none~2|,infer.tiny,16,5,0.8569545155052457,0.83333333184984,0.8333333329094782
121,|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,infer.tiny,16,5,47.882443419866995,38.53333328925239,39.499999935574
122,|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,42.365633927414216,35.94444434271918,36.08888889567057
123,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,28.189408921803572,23.28888888549805,22.322222190009224
124,|skip_connect~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,infer.tiny,16,5,46.24566029581545,39.89999996609158,39.733333221435544
125,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,infer.tiny,16,5,39.10788837795806,36.34444443766276,36.29999997287326
126,|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,infer.tiny,16,5,27.454845089561417,27.322222171359595,25.155555536905926
127,|none~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,infer.tiny,16,5,33.7501647995488,33.34444438510471,32.111111094156904
128,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,46.59964842982199,40.8222221476237,40.77777769639757
129,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,56.89980224247268,44.6555555114746,45.4555554707845
130,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,infer.tiny,16,5,47.45572401730314,40.66666664293078,40.255555518256294
131,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,infer.tiny,16,5,24.180399912341926,23.744444410536023,22.488888848198783
132,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,46.234014503145396,40.74444438001844,39.322222151014536
133,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,infer.tiny,16,5,56.06767743490576,43.85555553181967,43.72222219848633
134,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,infer.tiny,16,5,42.19863766218641,38.82222214423285,38.36666663953993
135,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,infer.tiny,16,5,46.14744012462572,39.48888880750868,38.96666658528646
136,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,38.93232256643538,34.86666661241319,35.111111034817164
137,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,58.125027467228506,43.53333327907986,43.34444438340929
138,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,infer.tiny,16,5,49.31509558456176,40.655555470784506,41.022222181532115
